id,option_label_nl,option_label_en
opt-tegelzetter-4304-1-anders,Anders,Other
opt-tegelzetter-4304-1-gebarsten_tegels_vervangen,Gebarsten tegels vervangen,Gebarsten tegels replace
opt-tegelzetter-4304-1-losse_tegels_herstellen,Losse tegels herstellen,Losse tegels herstellen
opt-tegelzetter-4304-1-nieuwe_voegen_aanbrengen,Nieuwe voegen aanbrengen,Newe voegen aanbrengen
opt-tegelzetter-4304-2-een_deel_van_de_muur_vloer,Een deel van de muur/vloer,Een deel van de muur/vloer
opt-tegelzetter-4304-2-enkele_stuks,Enkele stuks,Enkele stuks
opt-tegelzetter-4304-2-grote_oppervlakte,Grote oppervlakte,Grote oppervlakte
opt-thuisbatterij-4401-1-backup_bij_stroomuitval,Back-up bij stroomuitval,Back-up bij stroomuitval
opt-thuisbatterij-4401-1-beide,Beide,Beide
opt-thuisbatterij-4401-1-opslag_zonnepanelen,Opslag zonnepanelen,Opslag zonnepanelen
opt-thuisbatterij-4401-2-groot_1015_kwh,Groot (10–15 kWh),Large (10–15 kWh)
opt-thuisbatterij-4401-2-klein_25_kwh,Klein (2–5 kWh),Small (2–5 kWh)
opt-thuisbatterij-4401-2-middel_510_kwh,Middel (5–10 kWh),Medium (5–10 kWh)
opt-thuisbatterij-4401-2-zeer_groot_15_kwh,Zeer groot (15+ kWh),Very large (15+ kWh)
opt-thuisbatterij-4401-3-anders,Anders,Other
opt-thuisbatterij-4401-3-buitenruimte,Buitenruimte,Outdoorruimte
opt-thuisbatterij-4401-3-garage,Garage,Garage
opt-thuisbatterij-4401-3-kelder,Kelder,Kelder
opt-thuisbatterij-4402-1-25_kwh,2–5 kWh,2–5 kWh
opt-thuisbatterij-4402-1-510_kwh,5–10 kWh,5–10 kWh
opt-thuisbatterij-4402-1-meer_dan_10_kwh,Meer dan 10 kWh,Meer dan 10 kWh
opt-thuisbatterij-4402-2-ja,Ja,Yes
opt-thuisbatterij-4402-2-nee,Nee,No
opt-thuisbatterij-4402-2-weet_ik_niet,Weet ik niet,I do not know
opt-thuisbatterij-4402-3-ja,Ja,Yes
opt-thuisbatterij-4402-3-nee,Nee,No
opt-thuisbatterij-4402-3-weet_ik_niet,Weet ik niet,I do not know
opt-thuisbatterij-4403-1-capaciteit_te_klein,Capaciteit te klein,Capaciteit te klein
opt-thuisbatterij-4403-1-defect,Defect,Defect
opt-thuisbatterij-4403-1-efficinter_model_gewenst,Efficiënter model gewenst,Efficiënter model gewenst
opt-thuisbatterij-4403-2-03_jaar,0–3 jaar,0–3 jaar
opt-thuisbatterij-4403-2-35_jaar,3–5 jaar,3–5 jaar
opt-thuisbatterij-4403-2-510_jaar,5–10 jaar,5–10 jaar
opt-thuisbatterij-4403-2-ouder_dan_10_jaar,Ouder dan 10 jaar,Oldr dan 10 jaar
opt-thuisbatterij-4403-3-ja,Ja,Yes
opt-thuisbatterij-4403-3-nee,Nee,No
opt-thuisbatterij-4404-1-anders,Anders,Other
opt-thuisbatterij-4404-1-batterij_laadt_niet_op,Batterij laadt niet op,Batterij laadt niet op
opt-thuisbatterij-4404-1-batterij_loopt_snel_leeg,Batterij loopt snel leeg,Batterij loopt snel leeg
opt-thuisbatterij-4404-1-elektronische_storing,Elektronische storing,Elektronische storing
opt-thuisbatterij-4404-2-groot_1015_kwh,Groot (10–15 kWh),Large (10–15 kWh)
opt-thuisbatterij-4404-2-klein_25_kwh,Klein (2–5 kWh),Small (2–5 kWh)
opt-thuisbatterij-4404-2-middel_510_kwh,Middel (5–10 kWh),Medium (5–10 kWh)
opt-thuisbatterij-4404-2-zeer_groot_15_kwh,Zeer groot (15+ kWh),Very large (15+ kWh)
opt-trappen-4501-1-draaitrap,Draaitrap,Draaitrap
opt-trappen-4501-1-rechte_trap,Rechte trap,Rechte trap
opt-trappen-4501-1-wenteltrap,Wenteltrap,Wenteltrap
opt-trappen-4501-1-zoldertrap___vlizotrap,Zoldertrap / vlizotrap,Zoldertrap / vlizotrap
opt-trappen-4501-2-combinatie,Combinatie,Combinatie
opt-trappen-4501-2-glas,Glas,Glas
opt-trappen-4501-2-hout,Hout,Wood
opt-trappen-4501-2-metaal,Metaal,Metal
opt-trappen-4501-3-buiten,Buiten,Outdoor
opt-trappen-4501-3-naar_zolder,Naar zolder,Naar zolder
opt-trappen-4501-3-woonkamer___hal,Woonkamer / hal,Woonkamer / hal
opt-trappen-4502-1-alleen_treden,Alleen treden,Alleen treden
opt-trappen-4502-1-trapleuning___balustrade,Trapleuning / balustrade,Trapleuning / balustrade
opt-trappen-4502-1-volledige_trap,Volledige trap,Complete trap
opt-trappen-4502-2-anders,Anders,Other
opt-trappen-4502-2-hout,Hout,Wood
opt-trappen-4502-2-laminaat,Laminaat,Laminaat
opt-trappen-4502-2-pvc,PVC,PVC
opt-trappen-4502-2-tapijt,Tapijt,Tapijt
opt-trappen-4502-3-1015,10–15,10–15
opt-trappen-4502-3-1520,15–20,15–20
opt-trappen-4502-3-meer_dan_20,Meer dan 20,Meer dan 20
opt-trappen-4502-3-minder_dan_10,Minder dan 10,Minder dan 10
opt-trappen-4503-1-anders,Anders,Other
opt-trappen-4503-1-hout,Hout,Wood
opt-trappen-4503-1-laminaat,Laminaat,Laminaat
opt-trappen-4503-1-pvc,PVC,PVC
opt-trappen-4503-1-tapijt,Tapijt,Tapijt
opt-trappen-4503-2-1_trap,1 trap,1 trap
opt-trappen-4503-2-2_trappen,2 trappen,2 trappen
opt-trappen-4503-2-meer_dan_2,Meer dan 2,Meer dan 2
opt-trappen-4504-1-anders,Anders,Other
opt-trappen-4504-1-knarsend_krakend_hout,Knarsend/krakend hout,Knarsend/krakend hout
opt-trappen-4504-1-leuning_balustrade,Leuning/balustrade,Leuning/balustrade
opt-trappen-4504-1-losse_treden,Losse treden,Losse treden
opt-trappen-4504-2-groot_bijna_complete_trap,Groot (bijna complete trap),Large (bijna complete trap)
opt-trappen-4504-2-klein_enkele_treden_onderdelen,Klein (enkele treden/onderdelen),Small (enkele treden/onderdelen)
opt-trappen-4504-2-middel_deel_van_de_trap,Middel (deel van de trap),Medium (deel van de trap)
opt-tuinhuis-poolhouse-4601-1-combinatie,Combinatie,Combination
opt-tuinhuis-poolhouse-4601-1-poolhouse,Poolhouse,Pool house
opt-tuinhuis-poolhouse-4601-1-tuinhuis,Tuinhuis,Garden house
opt-tuinhuis-poolhouse-4601-2-hout,Hout,Wood
opt-tuinhuis-poolhouse-4601-2-kunststof,Kunststof,Plastic
opt-tuinhuis-poolhouse-4601-2-metaal,Metaal,Metal
opt-tuinhuis-poolhouse-4601-2-steen_beton,Steen/beton,Stone/concrete
opt-tuinhuis-poolhouse-4601-3-groot_20_40_m2,Groot (20–40 m²),Large (20-40 sqm)
opt-tuinhuis-poolhouse-4601-3-klein_tot_10_m2,Klein (tot 10 m²),Small (up to 10 sqm)
opt-tuinhuis-poolhouse-4601-3-middel_10_20_m2,Middel (10–20 m²),Medium (10-20 sqm)
opt-tuinhuis-poolhouse-4601-3-zeer_groot_40_m2,Zeer groot (40+ m²),Very large (40+ sqm)
opt-tuinhuis-poolhouse-4602-1-beschadigd,Beschadigd,Damaged
opt-tuinhuis-poolhouse-4602-1-grotere_andere_uitvoering_gewenst,Grotere/andere uitvoering gewenst,Larger/different design desired
opt-tuinhuis-poolhouse-4602-1-verouderd,Verouderd,Outdated
opt-tuinhuis-poolhouse-4602-2-ja,Ja,Yes
opt-tuinhuis-poolhouse-4602-2-nee,Nee,No
opt-tuinhuis-poolhouse-4602-3-hout,Hout,Wood
opt-tuinhuis-poolhouse-4602-3-kunststof,Kunststof,Plastic
opt-tuinhuis-poolhouse-4602-3-metaal,Metaal,Metal
opt-tuinhuis-poolhouse-4602-3-steen_beton,Steen/beton,Stone/concrete
opt-tuinhuis-poolhouse-4603-1-anders,Anders,Other
opt-tuinhuis-poolhouse-4603-1-dak_vernieuwen,Dak vernieuwen,Renew roof
opt-tuinhuis-poolhouse-4603-1-schilderen_behandelen,Schilderen/behandelen,Paint/treat
opt-tuinhuis-poolhouse-4603-1-wanden_herstellen,Wanden herstellen,Repair walls
opt-tuinhuis-poolhouse-4603-2-groot_20_40_m2,Groot (20–40 m²),Large (20-40 sqm)
opt-tuinhuis-poolhouse-4603-2-klein_tot_10_m2,Klein (tot 10 m²),Small (up to 10 sqm)
opt-tuinhuis-poolhouse-4603-2-middel_10_20_m2,Middel (10–20 m²),Medium (10-20 sqm)
opt-tuinhuis-poolhouse-4603-2-zeer_groot_40_m2,Zeer groot (40+ m²),Very large (40+ sqm)
opt-tuinonderhoud-4701-1-ander_onderhoud,Ander onderhoud,Ander onderhoud
opt-tuinonderhoud-4701-1-gazon_maaien,Gazon maaien,Lawn maaien
opt-tuinonderhoud-4701-1-hagen_knippen,Hagen knippen,Hedges knippen
opt-tuinonderhoud-4701-1-onkruid_verwijderen,Onkruid verwijderen,Weeds remove
opt-tuinonderhoud-4701-1-snoeien,Snoeien,Pruning
opt-tuinonderhoud-4701-2-groot_200500_m,Groot (200–500 m²),Large (200-500 sqm)
opt-tuinonderhoud-4701-2-klein_tot_50_m,Klein (tot 50 m²),Small (up to 50 sqm)
opt-tuinonderhoud-4701-2-middel_50200_m,Middel (50–200 m²),Medium (50-200 sqm)
opt-tuinonderhoud-4701-2-zeer_groot_500_m,Zeer groot (500+ m²),Very large (500+ sqm)
opt-tuinonderhoud-4702-1-anders,Anders,Other
opt-tuinonderhoud-4702-1-maandelijks,Maandelijks,Monthly
opt-tuinonderhoud-4702-1-seizoensgebonden,Seizoensgebonden,Seasonal
opt-tuinonderhoud-4702-1-wekelijks,Wekelijks,Weekly
opt-tuinonderhoud-4702-2-complete_verzorging,Complete verzorging,Complete verzorging
opt-tuinonderhoud-4702-2-gazon_maaien,Gazon maaien,Lawn maaien
opt-tuinonderhoud-4702-2-hagen_knippen,Hagen knippen,Hedges knippen
opt-tuinonderhoud-4702-2-onkruid_verwijderen,Onkruid verwijderen,Weeds remove
opt-tuinonderhoud-4703-1-bemesten,Bemesten,Bemesten
opt-tuinonderhoud-4703-1-maaien,Maaien,Maaien
opt-tuinonderhoud-4703-1-nieuw_gras_inzaaien___leggen,Nieuw gras inzaaien / leggen,New gras inzaaien / leggen
opt-tuinonderhoud-4703-1-verticuteren,Verticuteren,Verticuteren
opt-tuinonderhoud-4703-2-groot_200500_m,Groot (200–500 m²),Large (200-500 sqm)
opt-tuinonderhoud-4703-2-klein_tot_50_m,Klein (tot 50 m²),Small (up to 50 sqm)
opt-tuinonderhoud-4703-2-middel_50200_m,Middel (50–200 m²),Medium (50-200 sqm)
opt-tuinonderhoud-4703-2-zeer_groot_500_m,Zeer groot (500+ m²),Very large (500+ sqm)
opt-tuinonderhoud-4704-1-bomen,Bomen,Trees
opt-tuinonderhoud-4704-1-hagen,Hagen,Hedges
opt-tuinonderhoud-4704-1-struiken,Struiken,Shrubs
opt-tuinonderhoud-4704-2-12,1–2,1–2
opt-tuinonderhoud-4704-2-35,3–5,3–5
opt-tuinonderhoud-4704-2-meer_dan_5,Meer dan 5,Meer dan 5
opt-tuinonderhoud-4704-3-ja,Ja,Yes
opt-tuinonderhoud-4704-3-nee,Nee,No
opt-tuinpoorten-4801-1-combinatie_hout__metaal,Combinatie (hout \+ metaal),Combinatie (hout \+ metaal)
opt-tuinpoorten-4801-1-houten_poort,Houten poort,Wooden poort
opt-tuinpoorten-4801-1-kunststof_poort,Kunststof poort,Kunststof poort
opt-tuinpoorten-4801-1-metalen_poort,Metalen poort,Metal poort
opt-tuinpoorten-4801-2-dubbele_poort,Dubbele poort,Dubbele poort
opt-tuinpoorten-4801-2-enkele_poort,Enkele poort,Enkele poort
opt-tuinpoorten-4801-3-ja,Ja,Yes
opt-tuinpoorten-4801-3-nee,Nee,No
opt-tuinpoorten-4802-1-anders,Anders,Other
opt-tuinpoorten-4802-1-houten_poort,Houten poort,Wooden poort
opt-tuinpoorten-4802-1-kunststof_poort,Kunststof poort,Kunststof poort
opt-tuinpoorten-4802-1-metalen_poort,Metalen poort,Metal poort
opt-tuinpoorten-4802-2-andere_stijl_gewenst,Andere stijl gewenst,Andere stijl gewenst
opt-tuinpoorten-4802-2-beschadigd,Beschadigd,Damaged
opt-tuinpoorten-4802-2-verouderd,Verouderd,Outdated
opt-tuinpoorten-4802-3-ja,Ja,Yes
opt-tuinpoorten-4802-3-nee,Nee,No
opt-tuinpoorten-4803-1-anders,Anders,Other
opt-tuinpoorten-4803-1-poort_verzakt,Poort verzakt,Poort verzakt
opt-tuinpoorten-4803-1-scharnieren_defect,Scharnieren defect,Scharnieren defect
opt-tuinpoorten-4803-1-slot_kapot,Slot kapot,Slot kapot
opt-tuinpoorten-4803-2-groot_2_m_breed,Groot (2+ m breed),Large (2+ m breed)
opt-tuinpoorten-4803-2-klein_tot_1_m_breed,Klein (tot 1 m breed),Small (tot 1 m breed)
opt-tuinpoorten-4803-2-middel_12_m_breed,Middel (1–2 m breed),Medium (1–2 m breed)
opt-ventilatie-4901-1-mechanische_ventilatie_afzuiging,Mechanische ventilatie (afzuiging),Mechanische ventilatie (afzuiging)
opt-ventilatie-4901-1-ventilatieroosters,Ventilatieroosters,Ventilatieroosters
opt-ventilatie-4901-1-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-ventilatie-4901-1-wtwsysteem_warmteterugwinning,WTW-systeem (warmteterugwinning),WTW-systeem (warmteterugwinning)
opt-ventilatie-4901-2-appartement,Appartement,Appartement
opt-ventilatie-4901-2-kantoor_bedrijfspand,Kantoor/bedrijfspand,Kantoor/bedrijfspand
opt-ventilatie-4901-2-rijtjeshuis,Rijtjeshuis,Rijtjeshuis
opt-ventilatie-4901-2-vrijstaande_woning,Vrijstaande woning,Vrijstaande woning
opt-ventilatie-4901-3-1,1,1
opt-ventilatie-4901-3-23,2–3,2–3
opt-ventilatie-4901-3-45,4–5,4–5
opt-ventilatie-4901-3-meer_dan_5,Meer dan 5,Meer dan 5
opt-ventilatie-4902-1-complete_installatie,Complete installatie,Complete installatie
opt-ventilatie-4902-1-kanalen,Kanalen,Kanalen
opt-ventilatie-4902-1-ventilatiebox___unit,Ventilatiebox / unit,Ventilatiebox / unit
opt-ventilatie-4902-2-betere_energieefficintie,Betere energie-efficiëntie,Betere energie-efficiëntie
opt-ventilatie-4902-2-defect,Defect,Defect
opt-ventilatie-4902-2-verouderd,Verouderd,Outdated
opt-ventilatie-4902-3-ja,Ja,Yes
opt-ventilatie-4902-3-nee,Nee,No
opt-ventilatie-4903-1-anders,Anders,Other
opt-ventilatie-4903-1-lawaai,Lawaai,Lawaai
opt-ventilatie-4903-1-slechte_luchtcirculatie,Slechte luchtcirculatie,Slechte luchtcirculatie
opt-ventilatie-4903-1-ventilatie_werkt_niet,Ventilatie werkt niet,Ventilatie werkt niet
opt-ventilatie-4903-2-05_jaar,0–5 jaar,0–5 jaar
opt-ventilatie-4903-2-1020_jaar,10–20 jaar,10–20 jaar
opt-ventilatie-4903-2-510_jaar,5–10 jaar,5–10 jaar
opt-ventilatie-4903-2-ouder_dan_20_jaar,Ouder dan 20 jaar,Oldr dan 20 jaar
opt-ventilatie-4904-1-kanalen_reinigen,Kanalen reinigen,Kanalen reinigen
opt-ventilatie-4904-1-unit_reinigen,Unit reinigen,Unit reinigen
opt-ventilatie-4904-1-volledig_onderhoudscontract,Volledig onderhoudscontract,Volledig onderhoudscontract
opt-ventilatie-4904-2-airco_onderhouden_reinigen,Airco onderhouden/reinigen,Airco maintain/reinigen
opt-ventilatie-4904-2-airco_repareren,Airco repareren,Airco repair
opt-ventilatie-4904-2-airco_vervangen,Airco vervangen,Airco replace
opt-ventilatie-4904-2-eenmalig,Eenmalig,One-time
opt-ventilatie-4904-2-halfjaarlijks,Halfjaarlijks,Halfjaarlijks
opt-ventilatie-4904-2-jaarlijks,Jaarlijks,Yesarlijks
opt-ventilatie-4904-2-nieuwe_airco_plaatsen,Nieuwe airco plaatsen,Newe airco install
opt-veranda-5001-1-gesloten_veranda_tuinkamer,Gesloten veranda (tuinkamer),Gesloten veranda (gardenkamer)
opt-veranda-5001-1-open_veranda,Open veranda,Open veranda
opt-veranda-5001-1-overkapping_aan_huis,Overkapping aan huis,Overkapping aan huis
opt-veranda-5001-2-aluminium,Aluminium,Aluminium
opt-veranda-5001-2-combinatie,Combinatie,Combinatie
opt-veranda-5001-2-hout,Hout,Wood
opt-veranda-5001-2-pvc_kunststof,PVC/kunststof,PVC/kunststof
opt-veranda-5001-3-groot_2040_m,Groot (20–40 m²),Large (20–40 m²)
opt-veranda-5001-3-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-veranda-5001-3-middel_1020_m,Middel (10–20 m²),Medium (10–20 m²)
opt-veranda-5001-3-zeer_groot_40_m,Zeer groot (40+ m²),Very large (40+ m²)
opt-veranda-5002-1-andere_stijl_gewenst,Andere stijl gewenst,Andere stijl gewenst
opt-veranda-5002-1-beschadigd,Beschadigd,Damaged
opt-veranda-5002-1-betere_isolatie,Betere isolatie,Betere isolatie
opt-veranda-5002-1-verouderd,Verouderd,Outdated
opt-veranda-5002-2-ja,Ja,Yes
opt-veranda-5002-2-nee,Nee,No
opt-veranda-5002-3-gesloten_veranda_tuinkamer,Gesloten veranda (tuinkamer),Gesloten veranda (gardenkamer)
opt-veranda-5002-3-open_veranda,Open veranda,Open veranda
opt-veranda-5002-3-overkapping_aan_huis,Overkapping aan huis,Overkapping aan huis
opt-veranda-5003-1-anders,Anders,Other
opt-veranda-5003-1-constructie_herstellen,Constructie herstellen,Constructie herstellen
opt-veranda-5003-1-dak_vervangen,Dak vervangen,Dak replace
opt-veranda-5003-1-glas_vervangen,Glas vervangen,Glas replace
opt-veranda-5003-1-schilder_lakwerk,Schilder-/lakwerk,Schilder-/lakwerk
opt-veranda-5003-2-groot_2040_m,Groot (20–40 m²),Large (20–40 m²)
opt-veranda-5003-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-veranda-5003-2-middel_1020_m,Middel (10–20 m²),Medium (10–20 m²)
opt-veranda-5003-2-zeer_groot_40_m,Zeer groot (40+ m²),Very large (40+ m²)
opt-verhuizer-5101-1-anders,Anders,Other
opt-verhuizer-5101-1-appartement,Appartement,Appartement
opt-verhuizer-5101-1-eengezinswoning,Eengezinswoning,Eengezinswoning
opt-verhuizer-5101-1-villa,Villa,Villa
opt-verhuizer-5101-2-groot_volledige_woning,Groot (volledige woning),Large (volledige woning)
opt-verhuizer-5101-2-klein_12_kamers,Klein (1–2 kamers),Small (1–2 kamers)
opt-verhuizer-5101-2-middel_34_kamers,Middel (3–4 kamers),Medium (3–4 kamers)
opt-verhuizer-5101-3-ja,Ja,Yes
opt-verhuizer-5101-3-nee,Nee,No
opt-verhuizer-5101-3-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-verhuizer-5102-1-anders,Anders,Other
opt-verhuizer-5102-1-kantoor,Kantoor,Kantoor
opt-verhuizer-5102-1-magazijn,Magazijn,Magazijn
opt-verhuizer-5102-1-winkel,Winkel,Winkel
opt-verhuizer-5102-2-groot_50_werkplekken,Groot (50+ werkplekken),Large (50+ werkplekken)
opt-verhuizer-5102-2-klein_tot_10_werkplekken,Klein (tot 10 werkplekken),Small (tot 10 werkplekken)
opt-verhuizer-5102-2-middel_1050_werkplekken,Middel (10–50 werkplekken),Medium (10–50 werkplekken)
opt-verhuizer-5102-3-ja,Ja,Yes
opt-verhuizer-5102-3-nee,Nee,No
opt-verhuizer-5103-1-binnen_europa,Binnen Europa,Indoor Europa
opt-verhuizer-5103-1-buiten_europa,Buiten Europa,Outdoor Europa
opt-verhuizer-5103-2-groot_volledige_inboedel,Groot (volledige inboedel),Large (volledige inboedel)
opt-verhuizer-5103-2-klein_enkele_dozen,Klein (enkele dozen),Small (enkele dozen)
opt-verhuizer-5103-2-middel_gedeelte_van_inboedel,Middel (gedeelte van inboedel),Medium (gedeelte van inboedel)
opt-verhuizer-5103-3-ja,Ja,Yes
opt-verhuizer-5103-3-nee,Nee,No
opt-verhuizer-5104-1-inpakken,Inpakken,Inpakken
opt-verhuizer-5104-1-meubels_demonteren,Meubels demonteren,Meubels demonteren
opt-verhuizer-5104-1-meubels_monteren,Meubels monteren,Meubels monteren
opt-verhuizer-5104-1-uitpakken,Uitpakken,Uitpakken
opt-verhuizer-5104-2-groot_volledige_woning,Groot (volledige woning),Large (volledige woning)
opt-verhuizer-5104-2-klein_12_kamers,Klein (1–2 kamers),Small (1–2 kamers)
opt-verhuizer-5104-2-middel_34_kamers,Middel (3–4 kamers),Medium (3–4 kamers)
opt-verwarming-5201-1-anders,Anders,Other
opt-verwarming-5201-1-radiatoren,Radiatoren,Radiatoren
opt-verwarming-5201-1-vloerverwarming,Vloerverwarming,Vloerverwarming
opt-verwarming-5201-1-wand_plintverwarming,Wand-/plintverwarming,Wand-/plintverwarming
opt-verwarming-5201-2-badkamer,Badkamer,Badkamer
opt-verwarming-5201-2-hele_woning,Hele woning,Hele woning
opt-verwarming-5201-2-woonkamer,Woonkamer,Woonkamer
opt-verwarming-5201-3-ja,Ja,Yes
opt-verwarming-5201-3-nee,Nee,No
opt-verwarming-5202-1-anders,Anders,Other
opt-verwarming-5202-1-radiatoren,Radiatoren,Radiatoren
opt-verwarming-5202-1-vloerverwarming,Vloerverwarming,Vloerverwarming
opt-verwarming-5202-2-andere_stijl_gewenst,Andere stijl gewenst,Andere stijl gewenst
opt-verwarming-5202-2-beschadigd,Beschadigd,Damaged
opt-verwarming-5202-2-betere_isolatie_efficintie,Betere isolatie/efficiëntie,Betere isolatie/efficiëntie
opt-verwarming-5202-2-verouderd,Verouderd,Outdated
opt-verwarming-5202-3-ja,Ja,Yes
opt-verwarming-5202-3-nee,Nee,No
opt-verwarming-5203-1-anders,Anders,Other
opt-verwarming-5203-1-geluid_uit_verwarming,Geluid uit verwarming,Geluid uit verwarming
opt-verwarming-5203-1-lekkage,Lekkage,Lekkage
opt-verwarming-5203-1-radiator_wordt_niet_warm,Radiator wordt niet warm,Radiator wordt niet warm
opt-verwarming-5203-2-1,1,1
opt-verwarming-5203-2-23,2–3,2–3
opt-verwarming-5203-2-45,4–5,4–5
opt-verwarming-5203-2-meer_dan_5,Meer dan 5,Meer dan 5
opt-verwarming-5204-1-ontluchten_en_bijvullen,Ontluchten en bijvullen,Ontluchten en bijvullen
opt-verwarming-5204-1-radiatoren_doorspoelen,Radiatoren doorspoelen,Radiatoren doorspoelen
opt-verwarming-5204-1-volledig_onderhoudsbeurt,Volledig onderhoudsbeurt,Volledig onderhoudsbeurt
opt-verwarming-5204-2-eenmalig,Eenmalig,One-time
opt-verwarming-5204-2-halfjaarlijks,Halfjaarlijks,Halfjaarlijks
opt-verwarming-5204-2-jaarlijks,Jaarlijks,Yesarlijks
opt-vloeren-5301-1-laminaat,Laminaat,Laminaat
opt-vloeren-5301-1-parket___hout,Parket / hout,Parket / hout
opt-vloeren-5301-1-pvc,PVC,PVC
opt-vloeren-5301-1-tapijt,Tapijt,Tapijt
opt-vloeren-5301-1-tegels,Tegels,Tegels
opt-vloeren-5301-2-badkamer,Badkamer,Badkamer
opt-vloeren-5301-2-hele_woning,Hele woning,Hele woning
opt-vloeren-5301-2-keuken,Keuken,Keuken
opt-vloeren-5301-2-slaapkamer,Slaapkamer,Slaapkamer
opt-vloeren-5301-2-woonkamer,Woonkamer,Woonkamer
opt-vloeren-5301-3-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-vloeren-5301-3-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-vloeren-5301-3-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-vloeren-5301-3-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-vloeren-5302-1-laminaat,Laminaat,Laminaat
opt-vloeren-5302-1-parket___hout,Parket / hout,Parket / hout
opt-vloeren-5302-1-pvc,PVC,PVC
opt-vloeren-5302-1-tapijt,Tapijt,Tapijt
opt-vloeren-5302-1-tegels,Tegels,Tegels
opt-vloeren-5302-2-ja,Ja,Yes
opt-vloeren-5302-2-nee,Nee,No
opt-vloeren-5302-3-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-vloeren-5302-3-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-vloeren-5302-3-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-vloeren-5302-3-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-vloeren-5303-1-anders,Anders,Other
opt-vloeren-5303-1-houten_vloer,Houten vloer,Wooden vloer
opt-vloeren-5303-1-natuursteen,Natuursteen,Natural stone
opt-vloeren-5303-1-tegelvloer,Tegelvloer,Tegelvloer
opt-vloeren-5303-2-anders,Anders,Other
opt-vloeren-5303-2-polijsten,Polijsten,Polijsten
opt-vloeren-5303-2-schuren_en_lakken_olin,Schuren en lakken/oliën,Schuren en lakken/oliën
opt-vloeren-5303-2-voegwerk_herstellen,Voegwerk herstellen,Voegwerk herstellen
opt-vloeren-5303-3-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-vloeren-5303-3-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-vloeren-5303-3-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-vloeren-5303-3-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-vloeren-5304-1-beschadigde_planken_tegels,Beschadigde planken/tegels,Damagede planken/tegels
opt-vloeren-5304-1-krassen,Krassen,Krassen
opt-vloeren-5304-1-losse_delen,Losse delen,Losse delen
opt-vloeren-5304-1-vochtschade,Vochtschade,Vochtschade
opt-vloeren-5304-2-groot_bijna_gehele_vloer,Groot (bijna gehele vloer),Large (bijna gehele vloer)
opt-vloeren-5304-2-klein_enkele_plekken,Klein (enkele plekken),Small (enkele plekken)
opt-vloeren-5304-2-middel_deel_van_de_vloer,Middel (deel van de vloer),Medium (deel van de vloer)
opt-vloerverwarming-5401-1-elektrisch,Elektrisch,Elektrisch
opt-vloerverwarming-5401-1-watergedragen,Watergedragen,Watergedragen
opt-vloerverwarming-5401-1-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-vloerverwarming-5401-2-badkamer,Badkamer,Badkamer
opt-vloerverwarming-5401-2-hele_woning,Hele woning,Hele woning
opt-vloerverwarming-5401-2-keuken,Keuken,Keuken
opt-vloerverwarming-5401-2-woonkamer,Woonkamer,Woonkamer
opt-vloerverwarming-5401-3-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-vloerverwarming-5401-3-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-vloerverwarming-5401-3-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-vloerverwarming-5401-3-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-vloerverwarming-5402-1-alleen_buizen_kabels,Alleen buizen/kabels,Alleen buizen/kabels
opt-vloerverwarming-5402-1-alleen_verdeler,Alleen verdeler,Alleen verdeler
opt-vloerverwarming-5402-1-volledige_installatie,Volledige installatie,Complete installatie
opt-vloerverwarming-5402-2-defect,Defect,Defect
opt-vloerverwarming-5402-2-efficinter_systeem_gewenst,Efficiënter systeem gewenst,Efficiënter systeem gewenst
opt-vloerverwarming-5402-2-verouderd,Verouderd,Outdated
opt-vloerverwarming-5402-3-ja,Ja,Yes
opt-vloerverwarming-5402-3-nee,Nee,No
opt-vloerverwarming-5403-1-anders,Anders,Other
opt-vloerverwarming-5403-1-lekkage,Lekkage,Lekkage
opt-vloerverwarming-5403-1-verdeler_defect,Verdeler defect,Verdeler defect
